,Vehicle,Model,Model Year,Problem,Sub Problem,description,fail date
1148,Honda,Pilot,2007 Pilot,Air Bag,Air Bag problems,"My Honda Pilot is on your list for recall due to faulty and deadly airbags. However Honda has still not put my car on their recall list. According to national and local (boston) news stations it is because we don't live in an area that has a warm/hot climate most of the time. Having lived in both florida and boston - it gets just as hot here in the summer. As a government agency in charge of looking after our safety issues. Why is it you haven't made Honda recall all of the vehicles on your list - picking & choosing who you protect? I am completing this form in the hope that I can file this complaint. Tried end of last week and earlier this week only to find site wasn't functioning. You finally fixed the VIN site, hope this one is fixed.",  10/29/2014
1149,Honda,Pilot,2007 Pilot,Air Bag,Air Bag problems,"My complaint is that a review of high humidity states some are not listed. . . . Arkansas my state, has higher humidity than florida or louisiana I do not feel comfortable having Honda self pick what states are high in humidity. . . . . Some body please explain???? am I supposed to wear a football helmet when I drive my Honda!!!!!! a concerned Honda purchaser for over 25 years.",  10/27/2014
1150,Honda,Pilot,2007 Pilot,Air Bag,Air Bag problems,"Tl- the contact owns a 2007 Honda Pilot. The contact stated his VIN was not affected by NHTSA campaign number: 14v351000 (air bags) because the contact lives in north carolina. The contact does not feel comfortable being that he lives in close proximity to the affected vehicles. Both dealer and manufacturer have been made aware of the contacts concerns. The vehicle was no repaired. The vehicle was 83,789. Az.",  10/24/2014
1151,Honda,Pilot,2007 Pilot,Air Bag,Air Bag problems,"Air bags of 2007 Honda Pilots, along with millions of other cars, have been recalled. There has been articles stating that it only affects cars in high humid and/or hot states. My VIN # does not bring a recall up but it is a 2007 Honda Pilot. If I do a search of 2007 Honda Pilot, the car comes up as airbag recall. Maybe this is because I'm in nc and it is not considered a high humidity state??? how can it be determined that my vehicle is safe and another one is not safe. I will not feel safe until my airbags are replaced but the dealership says there is no recall. I think about it every time I drive and especially when I am carrying my grandchildren or other passengers.",  10/24/2014
1152,Honda,Pilot,2007 Pilot,Air Bag,Air Bag problems,"The contact owns a 2007 Honda Pilot. The contact received notification of NHTSA campaign id number: 14v351000 (air bags) however, the parts needed were not available for the repairs. The manufacturer was not notified of the issue. The contact had not experienced a failure.",  09/25/2014
1153,Honda,Pilot,2007 Pilot,Air Bag,Air Bag problems,"Tl-the contact owns a 2007 Honda Pilot. The contact received notification of NHTSA campaign number :14v351000 ( air bags) however, the part to do the recall repair was unavailable. The contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the failure. The contact had not experienced a failure. Pp.",  09/11/2014
1154,Honda,Pilot,2007 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"After repair shop done $2,600. 00 in work, vehicle while in motion on I-40 east, misfired and blow the head gasket, head, and motor according to Honda shop. Repairs estimate are know at $6,000. 00. The repair shop had said nothing about mileage in repairing the vehicle the first and now states something different.",  03/12/2021
1155,Honda,Pilot,2007 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"Tl the contact owns a 2007 Honda Pilot. The contact stated that the stability assist indicator illuminated and, shortly after, the vehicle started to jerk. Mcconnell Honda (2840 eastern blvd, montgomery, al 36116) was contacted and stated that there were no recalls on the vehicle. The manufacturer was not contacted. The vehicle was not diagnosed or repaired. The failure mileage was 134,174.",  04/16/2019
1156,Honda,Pilot,2007 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"The contact owns a 2007 Honda Pilot. When the contact depressed the brake pedal, all the warning indicators illuminated and the engine revved as if the accelerator pedal was being depressed. The vehicle was taken to the dealer (south motors Honda, 16165 s dixie hwy, miami, FL 33157 (305) 256-2250), but was not diagnosed or repaired. The manufacturer was not notified. The VIN was unknown. The failure mileage was 150,000.",  01/10/2018
1157,Honda,Pilot,2007 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,Extreme shaking in the steering wheel when I reach driving speeds of 68-70 mph. The entire engine appears to be shaking as well. I've heard that this is a common issue with Honda Pilots.,  06/01/2017
1158,Honda,Pilot,2007 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"Random misfire on all 6 cylinders despite routine maintenance (coil pack replacement and new spark plugs), vehicle stability control light; I have only 112k miles on the car. These are persistent issues on vehicles Honda j-series engines, yet my year was not included in the recall and service, parts, and costs associated is not covered by the dealer while other years are. The misfire issues continue to reoccur. I had a certified mechanic look at the vehicle and now the vsa light comes on. I would like the car repaired by Honda and my warranty and powertrain warranty extended, as well, if this is a known issue that other vehicles were repaired by Honda. . Read more...",  01/01/2017
1159,Honda,Pilot,2007 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"Takata recall. The contact owns a 2007 Honda Pilot. The contact stated that the check engine warning indicator illuminated. The vehicle was taken to an independent mechanic where the failure could not be diagnosed. The contact received notification of NHTSA campaign number: 16v344000 (air bags); however, the part to do the repair was unavailable. The manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer was not notified. The failure mileage was approximately 300,000. Parts distribution disconnect.",  06/01/2016
1160,Honda,Pilot,2007 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"I was driving on a masspike (I-90) at 60 mph around 5 pm westbound. All of a sudden, without any warning, everything just went out in the car, the engine just died on me, all the lights on the dashboard, navigation, etc. Neither the accelerator nor the brake worked on me. I was lucky enough to pull the car over to the far right lane. But I couldn't turn the emergency signal on because there was no power. In addition, windows didn't operate either so I couldn't even let other drivers on the road that I was stopped in the middle of the highway. I called aaa and the state trooper. While I was waiting for them to come out, about 10 minutes later, the power came back on by itself. So I finally turned the key to the off position and tried starting the car again. And it started and I dropped off the car at the service department at the dealer. I was very lucky that I didn't get into an accident and also lucky my 7-month-old daughter was not in the car with me. This is a serious safety issue to me and therefore, I filed a complaint to Honda. After 4 days, case manager finally called me back telling me they will fix the car. The mechanic thinks it's a battery cable problem. I bought that car brand new and drove it for about 18 months with about 40,000 miles on it now. According to the case manager, because the car is out of warranty, there is nothing they can do other than fixing the car ""out of courtesy. "" I don't want to be in that car, not especially with my little girl. They can't even guarantee me that this won't happen again when they ""fix the problem"" they think is the cause.",  10/23/2008
1161,Honda,Pilot,2007 Pilot,Exterior Lighting,Exterior Lighting problems,We were traveling the freeway and as we drove down the road the low beams turned off. Fortunately high beams were still functional.,  08/25/2022
1162,Honda,Pilot,2007 Pilot,Exterior Lighting,Exterior Lighting problems,"On 09/09/2019 1:00 am I was awakened by neighbors that my 2007 Honda Pilot was on fire, police and fire dept. Responded and put out the flames, flame were in side dash board, ceiling, left and right quarter panels, sun roof and hood burned, front burned, plastic melting and fire everywhere, flames were 1 to 2 ft. High, all front lights in vehicle burned and melted, wires hanging, half the front vehicle totaled, during day light it was visible to see half the dash burned colapsed melted, you can see fuse box protruding hanging under dash. Wire harness, electronics, computer, burned. This does not even include damage inside engine under hood, flames were reaching out of hood. Neighbor has security cameras right in front of car, when she gets back from trip we'll see how it started I hope. I have police report available and pictures attached; you are welcome to visit and inspect vehicle. It's a total loss.",  09/09/2019
1163,Honda,Pilot,2007 Pilot,Exterior Lighting,Exterior Lighting problems,Low beam will not activate. . . . Hi beam works. . . Both low beam bulbs are good. I have 175k miles on it and both low beams stop working. Low beam will not activate while moving or srationary.,  07/15/2019
1164,Honda,Pilot,2007 Pilot,Exterior Lighting,Exterior Lighting problems,Very frequent burn-out of low-beam head-lamps (2-3 times per year). Multiple complaints about issue on internet.,  03/31/2015
1165,Honda,Pilot,2007 Pilot,Exterior Lighting,Exterior Lighting problems,The bulbs for the climate control buttons prematurely burnt off. Cannot see the buttons when driving at night.,  01/03/2014
1166,Honda,Pilot,2007 Pilot,Exterior Lighting,Exterior Lighting problems,"Most of the climate control lights on my 2007 Honda Pilot have been out for a while. I bought this vehicle new and have taken excellent care of it; no wrecks, etc. The climate control lights continue to go out a few at a time. This causes night driving to be dangerous due to being unable to adjust anything with a quick glance. I've actually had to turn on the overhead light to see which button to push. Obviously, this takes my attention from the road, causing distracted driving. I've researched and found that this seems to be a common problem with Honda Pilots. It's hard for me to believe that such a wonderful vehicle and company would have sub par parts or a problem that causes this to happen. I've had other cars (much older models) that have never had an interior light go out. I'd just like to know if there is any way that I can remedy this situation. I plan on keeping this Pilot for many more years and would like to be safe when driving. Thank you for any help or advice.",  08/14/2012
1167,Honda,Pilot,2007 Pilot,Exterior Lighting,Exterior Lighting problems,"We bought my 2007 Honda Pilot ex-l in 2009. Soon after purchasing we noticed interior lighting issues. Specifically, the lights for the buttons in the ac head unit are all out. In addition, the dome light works sometimes and not others. Everything else works just fine on the vehicle. I have read numerous complaints on forums from others on this issue and feel it is a manufacturer defect as the interior lights typically last many many years on most vehicles.",  03/18/2009
1168,Honda,Pilot,2007 Pilot,Exterior Lighting,Exterior Lighting problems,"07 Honda Pilot ex, the climate control lighting, radio button lights and the door ajar on/off, cruise control and sunroof button lights have all gone out. I bought this brand spanking new and within 2-3 years these lights went out. Seems to be something that Honda hasn't mastered because I see forums that this is an on going issuue. I don't have $300-400 to take it to the service dept to replace bulbs. Maybe a manufacture recall should be set in place.",  03/17/2008
1169,Honda,Pilot,2007 Pilot,Service Brakes,Service Brakes problems,"While driving the vehicle home after purchase on 6/11/2022 the vehicle experienced automatic, minor brake application. However, when we applied the brakes it was as if they fully locked up. By the time we got to the side of the road all of the brakes were smoking. It has been returned to the dealership 3 times for the same issue and they currently have the vehicle. They have experienced the same issue when they were trying to fix the issue but they cannot seem to figure it out. While I was investigating, I noticed that the 2005 Honda Pilot had the same issue, and the recall was started for the 2007 Honda Pilot also but was never issued. It makes it very unsafe to drive.",  06/11/2022
1170,Honda,Pilot,2007 Pilot,Service Brakes,Service Brakes problems,"Tl the contact owns a 2007 Honda Pilot. While driving 55 mph, a burning rubber odor was detected and the brakes did not respond normally when the brake pedal was depressed. There were no warning indicators illuminated. The vehicle was taken to an independent mechanic who determined that the vehicle stability assist module failed and needed replacement. The mechanic recommended that the vehicle be taken to a dealer. The vehicle was not taken to a dealer. The manufacturer was notified of the failure. The vehicle was not repaired. The approximate failure mileage was 200,000.",  12/24/2019
1171,Honda,Pilot,2007 Pilot,Service Brakes,Service Brakes problems,"Tl the contact owns a 2007 Honda Pilot. While driving 40 mph, the vehicle independently braked without the brake pedal being depressed. Also, the stability control warning indicator illuminated. The failure recurred on another occasion. The vehicle was taken to legends Honda kansas city (located at 10050 parallel pkwy, kansas city, KS 66109, (913) 871-9483) where it was diagnosed that the vsa module (code 841) needed to be replaced. The vehicle was not repaired. The manufacturer was notified of the failure and provided case number: 09644189. The approximate failure mileage was 24,000.",  06/05/2019
1172,Honda,Pilot,2007 Pilot,Service Brakes,Service Brakes problems,"Vsa,check engine lights came on, looks like same problem 2005 Pilots were recalled for. Vehicle brake on its own, complete loss of power, happened 2months a go and again 2/3/15. Had towed to shop to have scanned. Very scary situation.",  12/15/2014
1173,Honda,Pilot,2007 Pilot,Service Brakes,Service Brakes problems,"The contact owns a 2007 Honda Pilot. The contact stated that while traveling 25 mph, the brakes engaged erroneously. The vehicle was able to be driven to the contact's residence. The vehicle was taken to the dealer where the failure could not be replicated. The vehicle was not repaired. The manufacturer was not contacted about the issue. The failure mileage was unavailable and the current mileage was 93,000. The VIN was not available.",  11/26/2011
1174,Honda,Pilot,2007 Pilot,Service Brakes,Service Brakes problems,"I just merged on the highway getting off the on-ramp. I saw ahead of me that the cars were slowing down. I stepped on the brake and the car wasn't slowing down I felt some kind of vibration in the brake. I just kept my foot on the brake and I saw that the car is not slowing down and just kept going. I kept telling the car to stop, stop, stop. . . And it didn't stop and I knew it I will hit the car in front of me. . . And it did.",  01/29/2011
1175,Honda,Pilot,2007 Pilot,Service Brakes,Service Brakes problems,"Inconsistent brake pedal on 2007 Honda Pilot. Amount pf pressure applied to the brake pedal to stop the truck varies at almost every instance. At times, the pedal is spongy and goes to the floor. Other times it barely moves at all and the truck stops. This has been going on for quite a while now. I had the front brakes replaced in November 2009. When I had the vehicle inspected 1/2010 I had the mechanic check the front brakes but he said they were new and there was no problem. I was greatly surprised to hear about the recall of the 2007 odyssey and ridgeline and cannot believe the Pilot was not included. My daughter frequently drives my Pilot and has also noticed the same problem. This vehicle should be included in the odyssey and ridgeline recall. I believe the basic mechanics are the same so how can a problem that occurs on two truck based vehicles not apply to a third?.",  09/01/2009
1176,Honda,Pilot,2007 Pilot,Service Brakes,Service Brakes problems,"The contact owns a 2007 Honda Pilot. While driving fast or low speeds, the contact heard a clunking noise coming from the vehicle. He took the vehicle to the dealer at least four times, but they could not locate the cause of the failure. The dealer informed him to continue driving the vehicle because the brakes were working normally. The Honda manufacturer would not assist and stated that the vehicle could not be repaired under warranty. The VIN was unknown. The failure mileage was 29,875.",  11/20/2008
1177,Honda,Pilot,2007 Pilot,Service Brakes,Service Brakes problems,"The contact owns a 2007 Honda Pilot. The contact stated that when depressing the brake pedal, the vehicle would erroneously surge forward. The contact mentioned that the failure only occurred when the air conditioner was activated. The vehicle was taken to the dealer, who diagnosed that the brake fluid needed to be changed. The vehicle was repaired. The manufacturer was not notified of the failure. The VIN was not available. The failure mileage was 17.",  12/03/2007
1178,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,We were traveling the freeway and as we drove down the road the low beams turned off. Fortunately high beams were still functional.,  08/25/2022
1179,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,"While driving, both low beam headlights stopped working. High beams and all other bulbs still work. Checked filament of low beams and no burn or black residue.",  09/09/2021
1180,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,"On 09/09/2019 1:00 am I was awakened by neighbors that my 2007 Honda Pilot was on fire, police and fire dept. Responded and put out the flames, flame were in side dash board, ceiling, left and right quarter panels, sun roof and hood burned, front burned, plastic melting and fire everywhere, flames were 1 to 2 ft. High, all front lights in vehicle burned and melted, wires hanging, half the front vehicle totaled, during day light it was visible to see half the dash burned colapsed melted, you can see fuse box protruding hanging under dash. Wire harness, electronics, computer, burned. This does not even include damage inside engine under hood, flames were reaching out of hood. Neighbor has security cameras right in front of car, when she gets back from trip we'll see how it started I hope. I have police report available and pictures attached; you are welcome to visit and inspect vehicle. It's a total loss.",  09/09/2019
1181,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,While we were driving on the highway. Going 55 mph when the lights of the radio and then the lights on the console began to flicker then they stayed dim my vertical would lose power and then would get power lime the gear was slipping then catching. It would make the car lunge foward then stop then lunge toward again . Then the a/c started turning off and on.,  08/03/2019
1182,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,"The contact owns a 2007 Honda Pilot. When the contact depressed the brake pedal, all the warning indicators illuminated and the engine revved as if the accelerator pedal was being depressed. The vehicle was taken to the dealer (south motors Honda, 16165 s dixie hwy, miami, FL 33157 (305) 256-2250), but was not diagnosed or repaired. The manufacturer was not notified. The VIN was unknown. The failure mileage was 150,000.",  01/10/2018
1183,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,"Random misfire on all 6 cylinders despite routine maintenance (coil pack replacement and new spark plugs), vehicle stability control light; I have only 112k miles on the car. These are persistent issues on vehicles Honda j-series engines, yet my year was not included in the recall and service, parts, and costs associated is not covered by the dealer while other years are. The misfire issues continue to reoccur. I had a certified mechanic look at the vehicle and now the vsa light comes on. I would like the car repaired by Honda and my warranty and powertrain warranty extended, as well, if this is a known issue that other vehicles were repaired by Honda. . Read more...",  01/01/2017
1184,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,"The hazard,vtm 4 lock, and cruise control buttons do not have any led illumination thus while driving at night these buttons are impossible to locate unless turning on the cabin light to locate.",  02/20/2015
1185,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,Vehicle battery indicator illuminated and car died. Repair shop attempted to jump start the vehicle and smoke and burning smell came from dashboard. Vehicle towed to dealer.,  02/22/2014
1186,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,Climate control bulbs inoperative. Cruise control and various other instrument/dash bulbs inoperative.,  07/01/2013
1187,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,"Srs indicator illuminates periodically for no obvious reason. Dealership read code 92-20 open/short in passenger airbag cutoff circuit; stated could be interference with ac inverter but don't use that in vehicle; did not attempt to fix the problem, sent me back home to monitor if it happened again. With nothing in passenger seat, srs illuminates as well as with items in seat. As of 11/26/12, illuminated steadily for multiple trips (usually does not illuminate on every road trip). Honda defaults to no airbag deployment if srs indicator is illuminated, so I am driving with no active airbags and two children with me in the car.",  11/01/2012
1188,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,Burned out light bulbs for the on/off indicator switches for air condition.,  11/22/2011
1189,Honda,Pilot,2007 Pilot,Electrical System,Electrical System problems,"2007 Honda Pilot ,numerous complaints about stalling and drivable issues, took Pilot to dealer with same complaints of engine light, stalling,dealer found several codes in system drove Pilot home on the evening of the 24th drove to work on the 25th and that when I experienced the same problems and within several hour of that the Pilot caught fire while running! fire was in the engine compartment concentrated near cowl of Pilot then consumed whole engine compartment and heavily damaged interior.",  06/25/2008
1190,Honda,Pilot,2007 Pilot,Tire,Tire problems,The relatively new tire (29000 miles driven) did burst on the side. The discount tire store representative couldn't explain why? I have pictures that I can send you. In addition to the bills I incurred in the repair and replacement. Total cost $140. 30 in total. The dealer believes it is a manufacturing defect.,  02/28/2018
1191,Honda,Pilot,2007 Pilot,Tire,Tire problems,"I have a 2007 Honda Pilot ex. There were a couple of incidents that the brake/ oem tires (goodyear made integrity) are not responsive well during sudden braking on dry road. The tires was not able stop the car from slipping and cause the abs brake to be active. I contact Honda dealer a couple times and were told that the condition was normal for this car, no problem found. I then replaced all tires to michelin. Now the car braking is much more responsive.",  10/25/2009
1192,Honda,Pilot,2007 Pilot,Tire,Tire problems,"2007 Honda Pilot vibration at speeds 65 and higher. Bought new tires, had them balanced three times by 2 different tire companies. Dealer (frank ancona Honda-olathe, KS)said they have never heard of this before on the Pilots. They said that the tires were the problem. There are thousands of people that have written on internet threads and blogs about this same problem. Honda basically said I'll have to live with the vibration & told me it was a waste of time for me to bring it back again.",  02/15/2009
1193,Honda,Pilot,2007 Pilot,Tire,Tire problems,"Tires slip consistently upon right turn in rain, causing the vehicle to hydroplane and lose control. No matter how slow I make the turn. This occurs even when stopped before slowly turning right. I have never owned a vehicle that did this before. Extremely unsafe.",  01/23/2008
1194,Honda,Pilot,2007 Pilot,Tire,Tire problems,"I have goodyear integrity tires as oem on Honda 2007 Pilot with 14k miles. I was only vehicle of 8 with 2 blowouts while traveling rocky road to camping site. Tires were properly inflated, vehicle was not overloaded, and I was traveling at same speed (slow) as all other vehicles.",  07/21/2007
1195,Honda,Pilot,2007 Pilot,Tire,Tire problems,"Ever since I bought the car on 5/25/2007 the tires always slip in wet weather. No matter how slow you stop or how slow you start out from a stop they slip 90 percent of the time. There has been lots of complaints about the ""goodyear integrity"" tires that Honda puts on the Pilot's. All the complaints are about it slipping in wet weather and how unsafe it is. . Read more...",  05/25/2007
1196,Honda,Pilot,2007 Pilot,Tire,Tire problems,"Ever since I bought the car less then a year ago the tires always slip in wet weather. No matter how slow you stop or how slow you start out from a stop they slip 90 percent of the time. There has been lots of complaints about the ""goodyear integrity"" tires that Honda puts on the Pilot lx's. All the complaints are about it slipping in wet weather and how unsafe it is. . Read more...",  01/01/2007
1197,Honda,Pilot,2007 Pilot,Tire,Tire problems,"The tires on the 2007 Honda odyssey -- touring model -- are michelin pax -run flat tires. You cannot take the vehicle to just any tire repair shop to fix a flat, you must go to a dealership that has the appropriate equipment. This means making an appointment (waiting a day) and hopefully you are close to a major city. I spoke with a representative at michelin tires and they said if I were to be in a remote location they would send a tire out to me & pay for accommodations until I received the tires. Honda & michelin are not set up to provide the consumer with service/accessibility to maintain this tire. I feel Honda should have informed about the problems associated with this product and given me a choice. I would not have purchased a car with these tires. I have 3 small children and now have to be concerned about getting a flat tire in a remote location, and fear for our personal safety. I choose now to only travel near major cities. Honda said I would need new rims & tires. . . And they do not seem to want to help. I am hoping you can provide me with a contact or give me some info on how to get these tires off my vehicle. Also shouldn't Honda be willing to replace a product that has issues associated with it. When I had my flat tire I took my car to 3 tire shops and was told they would not touch the pax-tire & they had no plans on acquiring the equipment to fix them because it was too expensive and not enough vehicles have the tire system to make it cost effective. Honda first needs to better inform the consumer what they are getting into and the issues associated with this tire system. . . Second they need to provide those of us who don't want the tires a way to switch them out. It cost about $150. 00 to fix a flat!please help me get these tires replaced!!!!.",  11/01/2006
1198,Honda,Pilot,2007 Pilot,Equipment,Equipment problems,"While driving on highway rear driver side window fell all the way down past where it should even stop. This window is seldom used if ever. Bought new retractor, it happened again while changing it.",  10/11/2020
1199,Honda,Pilot,2007 Pilot,Equipment,Equipment problems,"The driver side door lock does not work, which, by what I read on the internet, is a very common problem.",  05/22/2018
1200,Honda,Pilot,2007 Pilot,Equipment,Equipment problems,"On April 4, 2018, I idled into narrow driveway and coasted left to park in parking spot. Upon transitioning from gas pedal to brake, the vehicle accelerated forward at full force pulverizing the cement parking block, jumping the curb and landing on top of the hedgerow beyond the curb. The engine was revving and the brake was ineffective in stopping the vehicle. The front tires were in the hedges up off of the ground while the rear of the vehicle remained in the parking space. I turned off the car. After composing myself I reversed the car back down into the parking lot. I was alone in the vehicle at the time. This is the second time this vehicle had an acceleration issue while attempting to transition from the gas pedal to the brake. The first time 3 people were in the vehicle and the incident resulted in an accident whereby we rear-ended another vehicle causing significant damage. Police were called to the scene and an accident report was recorded on June 17, 2017 in springfield twp. Nj.",  04/04/2018
1201,Honda,Pilot,2007 Pilot,Equipment,Equipment problems,Vsa light stays on (the triangle stays on ) engine light s stays on. I was driving and the vsa. Light stays on (the triangle stays on ) engine lights stays on. And the problem was that I could not get the 3 or 4 stear gear speed and the vehicle doesnt get spead.,  01/02/2018
1202,Honda,Pilot,2007 Pilot,Equipment,Equipment problems,I was driving on the interstate no where near any other vehicles or overpasses when I heard what sounded like a gun shot and debris flying off the hood of my Pilot. I pulled off the road and discovered that my sunroof had exploded. The rubber seal wasn't attached to the rear any more as if it had popped upward.,  09/03/2017
1203,Honda,Pilot,2007 Pilot,Equipment,Equipment problems,Extreme shaking in the steering wheel when I reach driving speeds of 68-70 mph. The entire engine appears to be shaking as well. I've heard that this is a common issue with Honda Pilots.,  06/01/2017
1204,Honda,Pilot,2007 Pilot,Equipment,Equipment problems,Ignition switch has failed. Cost of repairing is prohibitive. Service department says the tumblers in the ignition lock wear out. Mechanic says only happens in Honda cars. Seems like Honda should fix the problem. Stranded without ability to turn key suddenly.,  07/04/2016
1205,Honda,Pilot,2007 Pilot,Equipment,Equipment problems,"In 2009 I had a spark plug blow out of the housing and I lost pressure. Tried to change plugs to be able to drive to dealership. Car was towed to Honda and top manifold was replaced and I was charged $3500. Since these were the original oem plugs it was not time to change them. Honda was contacted and they offered to pay half. I have had nothing but problems with this car since. Car was maintained regularly and had reg oil changes. There have been many diagnostics performed and it would say that car was misfiring on all cylinders. I have had the pistons repaired elsewhere even though Honda said it was fixed. Three weeks ago my check engine light came on, then the vsa and warning triangle came on and I lost power. Took it and the diagnosis is as follows: damaged lifter from low oil pressure, vtec solenoid replacement, corrected oil pressure issues, still getting bleed-back from one lifter. Ts1145 variable camshaft timing solenoid, remove and replace variable valve timing solenoid. This cost $736. 00. What has to be done to fix this recurring problem. I am on a small fixed income and you would think if you buy a $30,000 car new you should count on dependability. For heaven's sake, ""it's a Honda"".",  02/20/2015
1206,Honda,Pilot,2007 Pilot,Equipment,Equipment problems,"In our 2007 Honda Pilot there is no room for the driver to extend their left leg. There's a raised platform to rest the left foot on, but I find that uncomfortable after just a short time. When we first bought the used vehicle, I had both legs extended equally but experienced a situation where I had to stop abruptly. When I stepped on the brake, I found my left foot was under the brake. This seems like a significant design flaw. Our Toyota camry also has a raised platform but allows sufficient room for me to extend my left leg without interfering with proper vehicle operation.",  05/15/2009
1207,Honda,Pilot,2007 Pilot,Equipment,Equipment problems,Consumer has a problem with the Honda music link. *****a Honda rep said the music link system could search and play music from an I-pod . The Honda service department stated it would not work as it was advertised . The consumer stated know one told him the particular music link system he wanted was being discontinued. The consumer took the vehicle to the dealer to have the navigation system fixed which had been faulty for 2 years.,  04/03/2008
1208,Honda,Pilot,2007 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,Loss of acceleration while driving on highway.,  06/10/2017
1209,Honda,Pilot,2007 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"Our 2007 Honda Pilot on three separate occasions accelerated out of control when applying breaks to slow down and stop. I could not stop the vehicle. The first time the car went through a stop sign and nearly caused a serious accident. The third time I had the presence of mind to slip the car into neutral when the car accelerated. As I had the brakes on the car immediately stopped as it should, but the engine rpm increased significantly for a couple seconds and then returned to normal idle rpm. This establishes this problem as an engine acceleration issue and not a braking problem. Of course being an intermittent problem they could find nothing wrong. I see both the Honda Pilot and the odessey have a history of this type of problem. Honda is refusing to acknowledge this as a problem and is refusing to deal with it. Someone will get killed with this problem if they haven't already.",  02/25/2017
1210,Honda,Pilot,2007 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"Tl- the contact owns a 2007 Honda Pilot. The contact was driving approximately 5 mph and pulling into a parking space when the rpms suddenly increased to 6000 and the vehicle surged forward. The shifter was switched to neutral but the engine continued to rev. The vehicle was taken to an independent mechanic who was unable to determine the cause of the failure. The manufacturer was not notified. The failure mileage was 120,000. Jft.",  11/05/2015
1211,Honda,Pilot,2007 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"The SUV traveled down a gently sloped driveway. The driver's foot was on the brake pedal the entire time so that the vehicle would move slowly. Approximately 5 feet from the garage entrance, with the right foot still gently depressing the brake pedal and no pressure on the accelerator pedal, the car suddenly and violently accelerated. The driver depressed the brake pedal to the floor but this did not stop acceleration or forward motion. The vehicle crashed into the back wall of the garage, causing significant structural damage to the house and deploying the driver-side airbag. The driver's right shoulder and hand experienced soft tissue injuries. A child was in the room struck by the car. This child suffered a fractured tibia/fibula, a mild traumatic brain injury (concussion), and multiple abrasions as a direct result of the collision. A second child outside of the vehicle experienced an abrasion to the left knee as a direct result of the collision.",  04/18/2015
1212,Honda,Pilot,2007 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"Several months ago the vsa light began to come on momentarily, for no reason. This has happened 50-100 x. Several weeks later, the steering wheel began to be sometimes (daily) not true (at one oclock), though the car was moving straight. (turning the wheel turned the car. ) the abs began momentarily firing, for no reason, and the car would slow, sometimes severely. (we were not braking. ) the car would lose power momentarily, for no reason, though the engine continued to run, and everything else was normal, with no noise (e. G. , no abs). Recently the above happen every day. Sometimes the vsa and abs happen at the same time. All happened when driving straight or turning. We were not driving fast. There were no emergency conditions. On Dec 20, we began a left turn at 5 mph. The abs fired for 4 or 5 secs. Then there was a loud noise (not abs). The vsa light came on. The wheel was as much as 270 degrees from true. Sometimes it took effort to turn the wheel. Sometimes it took no effort but the car did not respond. On Dec 21, at their recommendation, the car was towed to a Honda dealer. The dealer told us the 2 steering bolts were sheared off. They do not know the cause. They note: the bolts are not visible during inspections. The steering and subframe must be replaced. The vsa etc. Are probably fine but we cannot know until everything else is fixed. The dealer has declined to put this in writing. They say there is not anybody at Honda with whom we can discuss this. When asked, they knew of no relevant recalls. There has been no accident or other damage to the car. It is kept in our garage. We have maintained it (last service was Sep 2013). We are fortunate we did not have an accident. Even after the proposed fixes, will the car be safe? on the NHTSA site, we found 2012/2013 recalls for the 2005 Pilot for the same subsystems and similar symptoms.",  12/20/2013
1213,Honda,Pilot,2007 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"This has happened 2-3 times during the past month prior to February 27, but I don't know exact dates. When approaching stop sign and applying the brakes, my engine started to accelerate and I really had to jam on the brakes in order to stop. Thankfully, I had sufficient time and space between me and the car in front of me. I geared down to d3 and that seemed to get it out of that high acceleration.",  02/27/2013
